Id,SalePrice
1931,140010.941861
1932,136562.796060
1933,176921.405394
1934,179485.530897
1935,172891.556775
1936,185104.564880
1937,188864.958931
1938,174785.155861
1939,241096.497884
1940,176290.133523
1941,166997.521700
1942,186741.170631
1943,206438.102635
1944,332721.728588
1945,395882.804761
1946,160846.783463
1947,307267.764588
1948,191747.929725
1949,244200.365109
1950,177659.636136
1951,244707.949398
1952,211405.930342
1953,169877.803911
1954,186067.133258
1955,129129.950014
1956,330492.074112
1957,162020.848906
1958,272936.963059
1959,125412.076636
1960,119224.913582
1961,115177.198610
1962,94901.695573
1963,107290.166214
1964,106455.390298
1965,144918.209173
1966,150309.167304
1967,280051.504677
1968,440704.487067
1969,415669.451722
1970,466088.490075
1971,467648.342414
1972,395850.799139
1973,284114.679693
1974,317359.084289
1975,532064.874273
1976,263152.786046
1977,332753.651502
1978,378270.976394
1979,335837.119093
1980,191148.308340
1981,347306.017058
1982,220144.393272
1983,209275.570680
1984,160343.346688
1985,226911.031154
1986,218133.379178
1987,179266.301607
1988,176628.868325
1989,184757.903247
1990,218757.579585
1991,243227.205501
1992,215212.506810
1993,166862.703963
1994,236548.225561
1995,181287.480847
1996,237825.435705
1997,318778.841732
1998,349870.859753
1999,265236.334237
2000,315154.519167
2001,266319.434848
2002,238847.611833
2003,233854.703549
2004,275556.561572
2005,210235.463352
2006,243587.783191
2007,247804.759801
2008,223850.880239
2009,191486.797316
2010,196691.606342
2011,133934.517453
2012,177421.389574
2013,181504.089306
2014,185562.123457
2015,208425.700751
2016,194891.038386
2017,200247.282715
2018,118850.625045
2019,129454.368974
2020,109096.739104
2021,112050.147181
2022,190555.398396
2023,128181.092645
2024,257423.191024
2025,379320.116049
2026,178584.788737
2027,154248.134941
2028,153964.429312
2029,167545.977020
2030,274524.249304
2031,229333.155058
2032,243505.395066
2033,263150.604325
2034,168707.740142
2035,216643.991146
2036,190843.485528
2037,193089.404736
2038,320028.676750
2039,224746.566094
2040,336637.102615
2041,294722.153918
2042,199440.436535
2043,177219.781044
2044,180797.424482
2045,226172.097890
2046,146153.080600
2047,140413.657575
2048,137893.890341
2049,137484.173856
2050,177730.713664
2051,112419.932292
2052,132233.359665
2053,153152.481536
2054,82678.012719
2055,157596.554362
2056,130724.846801
2057,115670.532897
2058,227380.102407
2059,137416.662500
2060,166367.331173
2061,179692.796233
2062,133377.529863
2063,113808.445331
2064,137721.939326
2065,119057.603148
2066,167304.239448
2067,107405.797752
2068,108472.137953
2069,89049.239275
2070,116959.860314
2071,93823.644131
2072,88563.698890
2073,131727.603696
2074,191691.312528
2075,146604.012188
2076,123958.439732
2077,148818.136464
2078,133712.977948
2079,132775.461153
2080,114305.256337
2081,122035.418244
2082,130728.231834
2083,147220.844189
2084,115638.354017
2085,124728.324402
2086,123694.119809
2087,116663.441850
2088,100058.916631
2089,69095.908259
2090,118810.385757
2091,123093.355935
2092,134568.691071
2093,119072.924332
2094,118763.676576
2095,151725.469165
2096,77887.897500
2097,91551.425739
2098,135557.929113
2099,60836.732266
2100,86898.838402
2101,114474.564108
2102,115448.862089
2103,99101.934487
2104,137739.357381
2105,128493.480119
2106,55309.787716
2107,222316.827016
2108,113719.639412
2109,114069.315405
2110,133776.550565
2111,144080.124487
2112,142503.565149
2113,116475.724442
2114,105996.125536
2115,159297.074161
2116,113337.464928
2117,151956.603797
2118,118960.450211
2119,103275.688216
2120,115835.663249
2121,83101.195857
2122,113564.800577
2123,92240.313667
2124,192321.243981
2125,117370.083695
2126,158668.812132
2127,150106.115634
2128,115987.276421
2129,106872.170074
2130,140641.216676
2131,157292.869782
2132,114318.807126
2133,131222.154808
2134,131306.101543
2135,103028.905465
2136,67937.283494
2137,116606.694617
2138,131393.199207
2139,156580.911268
2140,145308.168476
2141,148976.682139
2142,131182.608823
2143,149493.705878
2144,112400.907573
2145,134315.171069
2146,171410.544947
2147,132051.149527
2148,132051.559847
2149,145126.681495
2150,219743.149791
2151,113688.180351
2152,194372.466377
2153,186497.723882
2154,103635.371481
2155,127688.928882
2156,252201.703365
2157,223494.117080
2158,250590.659507
2159,201374.827910
2160,170626.747303
2161,240579.354043
2162,453639.593393
2163,345482.204157
2164,223012.641892
2165,195443.944396
2166,152014.812190
2167,230572.373676
2168,200595.736383
2169,198044.541879
2170,227416.542719
2171,151002.986726
2172,135225.926293
2173,159330.405837
2174,225064.840914
2175,319391.145826
2176,326352.220876
2177,233147.600773
2178,205383.481746
2179,140642.841356
2180,195730.666603
2181,184326.665233
2182,215787.696381
2183,189744.953425
2184,130993.371553
2185,106323.883323
2186,142446.703750
2187,158550.987025
2188,160629.198688
2189,210189.502748
2190,85378.864215
2191,85150.432434
2192,100564.206219
2193,121286.427572
2194,105953.286006
2195,111726.031708
2196,98656.399629
2197,115187.862819
2198,157762.652138
2199,168684.590142
2200,143763.968668
2201,146091.388985
2202,219203.812496
2203,161833.039140
2204,193546.331511
2205,119782.768228
2206,156357.004537
2207,245314.743407
2208,263253.893555
2209,221659.581845
2210,135888.875923
2211,126278.767997
2212,116157.010184
2213,107387.947167
2214,128456.196473
2215,106430.250550
2216,152367.774924
2217,88235.360492
2218,57067.000460
2219,64293.042543
2220,63230.055289
2221,340065.134195
2222,257732.379719
2223,281696.273945
2224,209304.068486
2225,127517.065703
2226,178445.228107
2227,181282.556734
2228,255308.700545
2229,237199.949980
2230,139624.074276
2231,207948.682547
2232,205109.988105
2233,165071.627147
2234,237296.653305
2235,212316.290341
2236,297477.677688
2237,354381.537363
2238,204768.780133
2239,123687.384751
2240,158237.067826
2241,160352.447176
2242,130776.978796
2243,128860.072466
2244,101877.554153
2245,106142.808649
2246,139872.570951
2247,113242.579660
2248,128469.273327
2249,124719.108407
2250,138742.657239
2251,111483.029640
2252,184643.426764
2253,160839.091529
2254,176055.392392
2255,191497.198681
2256,181078.766541
2257,201156.767495
2258,169411.655394
2259,181818.768096
2260,168729.154850
2261,189015.516216
2262,208610.004021
2263,334292.011569
2264,472673.321530
2265,172964.922231
2266,286957.259918
2267,378796.302288
2268,393665.382483
2269,153683.336548
2270,181148.034948
2271,232401.555861
2272,196915.947559
2273,161238.090712
2274,173658.056847
2275,164605.665212
2276,179473.417848
2277,178945.216245
2278,141319.477600
2279,142626.023304
2280,119909.852935
2281,162476.898646
2282,175927.372950
2283,106370.165343
2284,105954.341843
2285,147155.890388
2286,125715.408544
2287,345287.163331
2288,277476.906750
2289,397133.855344
2290,444781.309823
2291,324117.088133
2292,463409.753954
2293,471054.175710
2294,442887.058276
2295,455144.439676
2296,265940.134814
2297,331553.987087
2298,309864.467922
2299,392089.105882
2300,346903.613587
2301,274502.901561
2302,237547.813321
2303,247049.778786
2304,234886.281155
2305,176664.205642
2306,172031.229858
2307,183986.715762
2308,224656.947087
2309,275224.473786
2310,218008.102172
2311,198486.353288
2312,178496.043992
2313,174213.773686
2314,168216.894451
2315,180341.042484
2316,179220.352212
2317,180668.743206
2318,173164.371737
2319,175972.275776
2320,193448.741020
2321,258244.368060
2322,175664.012269
2323,183785.113958
2324,181485.338413
2325,207946.608959
2326,167194.685375
2327,216100.840749
2328,235755.618692
2329,190437.838812
2330,180369.603291
2331,366673.447218
2332,392601.987109
2333,308685.677959
2334,256902.699829
2335,268000.928583
2336,328832.941632
2337,205179.636667
2338,272289.305543
2339,209492.630604
2340,404606.417270
2341,213422.449864
2342,230485.238115
2343,221482.371893
2344,238727.724593
2345,230320.120993
2346,225250.947832
2347,203342.217859
2348,236884.904602
2349,167421.885494
2350,300070.979809
2351,282690.915008
2352,252652.676047
2353,239140.111578
2354,139643.182278
2355,146579.838504
2356,153345.380394
2357,184400.332483
2358,189490.282929
2359,128842.442713
2360,118581.139261
2361,144347.957722
2362,286355.121238
2363,145309.129566
2364,162838.863555
2365,216169.679666
2366,202949.550808
2367,230487.204549
2368,220386.216927
2369,227935.350994
2370,172693.720688
2371,171568.312842
2372,189703.698214
2373,284936.229749
2374,328644.435161
2375,263379.925206
2376,261913.354271
2377,356177.173178
2378,143845.081635
2379,198307.554766
2380,142229.264002
2381,164781.206071
2382,195481.346422
2383,203443.876041
2384,245973.557926
2385,164280.839389
2386,132472.476427
2387,138501.806835
2388,98445.251648
2389,119014.942755
2390,147403.505748
2391,137241.223065
2392,115183.227099
2393,172228.465772
2394,156329.548635
2395,202435.734467
2396,131974.071406
2397,224242.231177
2398,140967.941345
2399,61261.439592
2400,55988.910614
2401,112008.390131
2402,142104.982091
2403,133296.562018
2404,136650.632125
2405,158677.903605
2406,140939.079801
2407,126475.974369
2408,139431.751664
2409,126081.957464
2410,161695.379786
2411,121863.595470
2412,156574.852457
2413,132204.899163
2414,149779.528395
2415,140669.549112
2416,134088.743287
2417,129045.881917
2418,129922.231140
2419,123792.092940
2420,126968.005366
2421,156057.838381
2422,115642.362939
2423,120155.013911
2424,166988.166600
2425,240890.959769
2426,133415.522157
2427,139735.913788
2428,166976.901831
2429,118153.802860
2430,130930.719446
2431,116249.377469
2432,154505.583485
2433,149471.296074
2434,141219.932735
2435,154957.514939
2436,112336.372457
2437,114027.666349
2438,114780.653654
2439,102493.557173
2440,120687.149748
2441,84321.192922
2442,94149.565872
2443,117366.548604
2444,127531.375486
2445,79242.739791
2446,124979.454546
2447,179777.152470
2448,128589.686594
2449,98384.335570
2450,143232.197333
2451,119787.490186
2452,233062.359157
2453,103198.596456
2454,130651.874801
2455,128324.712838
2456,136858.621881
2457,134988.668295
2458,126395.049481
2459,101174.357135
2460,142490.067965
2461,111734.133343
2462,137952.085517
2463,121451.591446
2464,180553.222963
2465,132006.017398
2466,112851.468129
2467,151610.154154
2468,70368.145532
2469,71939.888985
2470,187817.843890
2471,220260.459656
2472,164837.807626
2473,120623.077278
2474,63483.623489
2475,230197.115213
2476,115686.964545
2477,128994.639799
2478,154364.349969
2479,101689.685712
2480,149872.396998
2481,127787.924079
2482,127319.254640
2483,113455.030691
2484,120684.156352
2485,124321.970195
2486,155812.266696
2487,193005.921158
2488,153667.851494
2489,153792.197116
2490,151173.402847
2491,92097.466104
2492,175819.684739
2493,148428.292902
2494,154816.075683
2495,86696.010649
2496,249459.284281
2497,145117.502701
2498,112726.968055
2499,89016.956777
2500,126525.622063
2501,137182.638961
2502,154715.071788
2503,80589.579672
2504,164135.259808
2505,230354.063915
2506,255941.636520
2507,336539.900145
2508,256224.812744
2509,213206.835489
2510,224314.280352
2511,180243.810956
2512,203896.473395
2513,214748.015703
2514,218698.929817
2515,147453.932252
2516,174109.176188
2517,149912.154136
2518,144707.340529
2519,225685.130845
2520,203829.033571
2521,189083.428376
2522,225078.380348
2523,131638.014267
2524,128006.036540
2525,138111.014260
2526,133190.912446
2527,109641.217383
2528,129668.752569
2529,141513.963979
2530,117401.245025
2531,251724.731000
2532,232799.593210
2533,195111.983194
2534,231742.004448
2535,320038.258960
2536,245256.343423
2537,243798.526464
2538,174455.761256
2539,187833.905810
2540,173983.654038
2541,176584.588908
2542,158946.186023
2543,132235.600458
2544,118589.245621
2545,129923.395162
2546,135912.013501
2547,145394.290709
2548,146739.607095
2549,157072.133506
2550,262066.100043
2551,139710.350197
2552,125756.339471
2553,75071.722455
2554,108972.332512
2555,118302.314527
2556,110119.008915
2557,116300.433756
2558,166176.046558
2559,144018.437642
2560,142958.870345
2561,136559.123279
2562,140301.317143
2563,145919.644120
2564,197960.586954
2565,150210.689599
2566,165912.310903
2567,117114.919559
2568,200044.507009
2569,215894.756503
2570,128999.620258
2571,177754.888247
2572,183166.950828
2573,229496.881475
2574,281647.254202
2575,134113.494678
2576,125242.813639
2577,166296.606017
2578,83561.324697
2579,68827.610833
2580,113900.846109
2581,114298.291279
2582,95199.554918
2583,265353.737143
2584,143917.027847
2585,173646.090866
2586,219916.973667
2587,207929.009331
2588,152205.077415
2589,152331.814865
2590,215530.683445
2591,211798.777173
2592,202376.946677
2593,252889.218708
2594,172380.486659
2595,194455.461207
2596,315362.355126
2597,166583.298509
2598,284980.598604
2599,317495.846958
2600,206368.158677
2601,145966.201363
2602,81552.506297
2603,92060.420568
2604,91290.510252
2605,74046.581893
2606,140225.391563
2607,190666.771551
2608,193611.179779
2609,162184.761803
2610,116506.690410
2611,122169.188339
2612,155703.506096
2613,131824.148190
2614,126316.613593
2615,152434.466463
2616,144852.737081
2617,176060.592156
2618,209561.573410
2619,193930.280881
2620,190174.141773
2621,182248.161529
2622,176006.343523
2623,254678.524976
2624,288328.002720
2625,350702.746656
2626,171836.337749
2627,170967.294992
2628,462971.935654
2629,560776.803094
2630,387624.117828
2631,492985.982031
2632,419874.552031
2633,304599.203502
2634,412581.395420
2635,153397.101788
2636,182945.481549
2637,172832.389688
2638,265683.520798
2639,187667.013765
2640,157168.586880
2641,102853.930605
2642,188631.115008
2643,111553.515123
2644,125098.780828
2645,101571.854908
2646,95709.567545
2647,103454.578320
2648,142467.001835
2649,147470.970179
2650,144337.604306
2651,144200.316637
2652,428370.951475
2653,246545.780077
2654,233993.718907
2655,407169.518880
2656,326024.432461
2657,348575.616458
2658,299555.094484
2659,328297.297620
2660,325211.366210
2661,342517.833426
2662,370111.120960
2663,258419.163465
2664,269498.007814
2665,316855.002670
2666,279791.625751
2667,169075.515115
2668,172018.023114
2669,170949.255333
2670,282541.956475
2671,179296.370528
2672,187859.231774
2673,211453.112060
2674,222660.850362
2675,177521.162566
2676,183762.815178
2677,191263.110076
2678,258077.199721
2679,274048.419299
2680,277116.529919
2681,409048.482472
2682,337623.134330
2683,531223.485555
2684,313074.755462
2685,351579.415991
2686,242480.810637
2687,338061.175833
2688,217460.083297
2689,210171.304320
2690,455044.074820
2691,184740.803109
2692,132158.171448
2693,195327.150620
2694,131503.470479
2695,191921.279292
2696,179457.349204
2697,184168.901350
2698,205342.541332
2699,168737.322595
2700,155313.695436
2701,149895.796745
2702,107041.966233
2703,128125.904775
2704,135043.287761
2705,121245.849709
2706,117252.011995
2707,124265.288177
2708,133883.719864
2709,109779.766862
2710,121334.966903
2711,252730.367523
2712,371572.756010
2713,169392.256586
2714,148322.639088
2715,170646.308166
2716,150833.261823
2717,174710.831971
2718,233948.871044
2719,150152.316470
2720,173966.877661
2721,135081.426587
2722,157116.828585
2723,147881.850464
2724,133971.230820
2725,136882.970532
2726,147084.172063
2727,179495.600174
2728,163970.578411
2729,136733.620033
2730,144867.296305
2731,135314.040469
2732,128343.008475
2733,152316.709453
2734,142203.723178
2735,134171.322207
2736,147603.102023
2737,127299.764620
2738,139538.646551
2739,161059.991957
2740,143484.040081
2741,147685.210318
2742,148281.955468
2743,142439.220544
2744,150725.602751
2745,142436.079641
2746,138665.829245
2747,156228.286464
2748,124177.422972
2749,128638.049751
2750,137861.745550
2751,131908.792790
2752,222176.831912
2753,164359.257246
2754,247942.458342
2755,130700.978717
2756,102313.541931
2757,56519.939191
2758,84063.319310
2759,166172.235636
2760,123421.382772
2761,144799.982113
2762,140035.601855
2763,179472.840794
2764,156539.042352
2765,289718.027628
2766,125240.817306
2767,94265.864775
2768,140816.662027
2769,136342.819648
2770,146594.792488
2771,113119.892269
2772,120013.489695
2773,165697.408220
2774,134611.468430
2775,123162.183928
2776,136644.397221
2777,147732.022316
2778,115040.962123
2779,134272.275045
2780,93440.667122
2781,94973.949689
2782,84127.226473
2783,101778.275409
2784,126553.632080
2785,122980.737057
2786,78513.856383
2787,122110.980321
2788,76886.664009
2789,196310.548479
2790,91255.164212
2791,108134.635939
2792,36445.261004
2793,163001.674498
2794,106228.289092
2795,119037.510987
2796,103880.599819
2797,199910.966618
2798,120539.372232
2799,113051.246068
2800,62725.133352
2801,112618.071591
2802,133433.909607
2803,150442.680306
2804,134372.276700
2805,101610.466006
2806,80105.902189
2807,162268.841097
2808,148013.819805
2809,139512.706558
2810,134540.313703
2811,151316.110684
2812,151428.646472
2813,180268.160227
2814,140743.059690
2815,99144.033299
2816,231083.214803
2817,150442.265870
2818,131628.019653
2819,146000.844856
2820,135190.750588
2821,111210.862725
2822,205219.121550
2823,285947.986945
2824,177975.192730
2825,155595.049093
2826,137483.236337
2827,131329.527900
2828,240721.775001
2829,187329.684040
2830,225667.009374
2831,183890.853016
2832,221945.051793
2833,299349.151239
2834,206406.484368
2835,213786.401995
2836,186099.289633
2837,167722.908804
2838,151163.253189
2839,183224.868454
2840,201037.586027
2841,204886.902195
2842,221592.943319
2843,147973.363725
2844,154356.069425
2845,121439.818030
2846,206068.312739
2847,211067.976381
2848,221132.277718
2849,194535.517218
2850,282081.172519
2851,215413.664622
2852,235081.246399
2853,242016.314189
2854,142673.365636
2855,209550.714442
2856,202264.816792
2857,183302.233549
2858,210864.449355
2859,124434.379411
2860,126737.198173
2861,123307.059272
2862,177770.179849
2863,130121.159459
2864,254897.265106
2865,144456.468765
2866,138079.602050
2867,102857.091798
2868,99784.476012
2869,107666.719259
2870,122978.534227
2871,88881.454543
2872,48894.415086
2873,96102.894901
2874,140443.805294
2875,116468.690642
2876,156676.814693
2877,136790.723999
2878,169087.938919
2879,139953.700098
2880,104734.205859
2881,151081.399405
2882,170906.539598
2883,195838.045273
2884,194867.963257
2885,191805.613527
2886,229064.463580
2887,99568.838034
2888,134916.241216
2889,48945.859140
2890,84492.203106
2891,131844.341678
2892,33760.190635
2893,90931.665236
2894,52421.042829
2895,301044.055010
2896,276138.805230
2897,217576.421380
2898,146909.927871
2899,210271.002482
2900,160183.639683
2901,220819.976118
2902,186833.537939
2903,330778.803665
2904,356629.011853
2905,76242.472143
2906,217688.933802
2907,107822.314634
2908,134074.106123
2909,135412.622360
2910,84797.559391
2911,81790.194761
2912,136827.268325
2913,87420.337167
2914,74556.620241
2915,84263.343091
2916,80310.521687
2917,134533.398820
2918,118634.339435
2919,230716.759722
